"id","name","specialization","degree","hospital_name","link"
299,"Dr. Tamkeen Athar Kinah","Clinical & Preventive Cardiology 
                                                    Cardiac Care","Post-Graduation diploma in Preventive Cardiovascular Medicine , PhD Cardiology (Candidate of Medical Sciences) , MD (Doctor of Medicine)","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/clinical-preventive/doctor/dr-tamkeen-athar-kinah"
300,"Dr. Tanmay Trivedi","Neurosurgery 
                                                    Neurosciences","Fellowship in Minimal Invasive Neurosurgery , DrNB Neurosurgery , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/neurology/doctor/dr-tanmay-trivedi"
301,"Dr. Tanmay Trivedi","Neurosurgery 
                                                    Neurosciences","Fellowship in Minimal Invasive Neurosurgery , DrNB Neurosurgery , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/neurosurgery/doctor/dr-tanmay-trivedi"
302,"Dr. Tapasya Juneja Kapoor","Dentistry","DNB (Orthodontics) , MDS (Orthodontics) , BDS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/dentistry/doctor/dr-tapasya-juneja-kapoor"
303,"Dr. Tejinder Kataria","Radiation Oncology 
                                                    Cancer Care","DNB Radiotherapy , M.D. Radiotherapy , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/oncology/doctor/dr-tejinder-kataria"
304,"Dr. Tejinder Kataria","Radiation Oncology 
                                                    Cancer Care","DNB Radiotherapy , M.D. Radiotherapy , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/radiation-oncology/doctor/dr-tejinder-kataria"
305,"Dr. Vaibhav Sharma","GI Surgery, GI Oncology and Bariatric Surgery 
                                                    Gastrosciences","DrNB - GI Surgery and GI Oncology , MS General Surgery , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/gastroenterology/doctor/dr-vaibhav-sharma"
332,"Sonal Kalra","Endocrinology & Diabetes","Diploma In Dietetics and Public Health Nutrition , B.Sc. Home Science","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/endocrinology-diabetology/doctor/dr-sonal-kalra"
306,"Dr. Vaibhav Sharma","GI Surgery, GI Oncology and Bariatric Surgery 
                                                    Gastrosciences","DrNB - GI Surgery and GI Oncology , MS General Surgery , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/gi-surgery/doctor/dr-vaibhav-sharma"
307,"Dr. Vartika Agarwal","Internal Medicine","CCEBDM,PHFI , D.N.B Family Medicine , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/internal-medicine/doctor/dr-vartika-agarwal"
308,"Dr. Vibhor Upadhyay","Neurology 
                                                    Neurosciences","MBBS , MD (MEDICINE) , DM(NEUROLOGY)","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/neurology/doctor/dr-vibhor-upadhyay"
309,"Dr. Vibhor Upadhyay","Neurology 
                                                    Neurosciences","MBBS , MD (MEDICINE) , DM(NEUROLOGY)","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/neuro/doctor/dr-vibhor-upadhyay"
310,"Dr. Vijay Vohra","Critical Care","Clinical Fellowship in Liver Transplant , FRCA , MD , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/critical-care/doctor/dr-vijay-vohra"
311,"Dr. Vikas Deswal","Internal Medicine","Post Doctoral Fellowship Infectious Diseases , Advanced Vaccinology Course , International Short Course in Tropical Medicine , MD General Medicine , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/internal-medicine/doctor/dr-vikas-deswal"
312,"Dr. Vikas Mudgal","Cardiac Surgery 
                                                    Cardiac Care","MD Physician","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/cardiology/doctor/dr-vikas-mudgal"
313,"Dr. Vikas Mudgal","Cardiac Surgery 
                                                    Cardiac Care","MD Physician","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/cardiac-surgery/doctor/dr-vikas-mudgal"
314,"Dr. Vikas Sharma","Neurosurgery 
                                                    Neurosciences","Fellowship in Neuroendoscopy Surgery (Brain and Spine), DNB-Neurosurgery , M.S.-General Surgery , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/neurology/doctor/dr-vikas-sharma"
315,"Dr. Vikas Sharma","Neurosurgery 
                                                    Neurosciences","Fellowship in Neuroendoscopy Surgery (Brain and Spine), DNB-Neurosurgery , M.S.-General Surgery , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/neurosurgery/doctor/dr-vikas-sharma"
316,"Dr. Vimalendu Brajesh","Plastic, Aesthetic and Reconstructive Surgery","M.Ch. (Plastic Surgery) , MRCS (Part 1 & 2) , M.S. (General Surgery) , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/plastic-surgery/doctor/dr-vimalendu-brijesh"
317,"Dr. Vinay Goyal","Neurology 
                                                    Neurosciences","DM (Neurology) , MD (General Medicine) , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/neurology/doctor/dr-vinay-goyal"
318,"Dr. Vinay Goyal","Neurology 
                                                    Neurosciences","DM (Neurology) , MD (General Medicine) , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/neuro/doctor/dr-vinay-goyal"
319,"Dr. Vinay Kumar Singal","Rheumatology and Immunology","Fellowship (Clinical Immunology & Rheumatology) , MD , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/clinical-immunology-and-rheumatology/doctor/dr-vinay-kumar-singal"
320,"Dr. Vivek Shrihari","Cardiac Surgery 
                                                    Cardiac Care","M.Ch. Cardiovascular and Thoracic Surgery, 
M.S. General Surgery, 
M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/cardiology/doctor/dr-vivek-shrihari"
321,"Dr. Vivek Shrihari","Cardiac Surgery 
                                                    Cardiac Care","M.Ch. Cardiovascular and Thoracic Surgery, 
M.S. General Surgery, 
M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/cardiac-surgery/doctor/dr-vivek-shrihari"
322,"Dr. Vivek Singh","Respiratory & Sleep Medicine","Fellowship (Lung Transplant) , MD (Respiratory Medicine) , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/pulmonology/doctor/dr-vivek-singh"
323,"Dr. Vivekanshu Verma","Emergency","Fellowship of Toxicology , Diploma in Forensic Medicine (D.F.M.) , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/emergency/doctor/dr-vivekanshu-verma"
324,"Dr. Yatin Mehta","Critical Care","FRCA , M.D. , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/critical-care/doctor/dr-yatin-mehta"
325,"Ishita Bhatt","Neurology 
                                                    Neurosciences","M.Phil (Clinical Psychology) , M.A. (Counselling Psychology) , B.A. (Hons.) Psychology","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/neurology/doctor/ishita-bhatt"
326,"Ishita Bhatt","Neurology 
                                                    Neurosciences","M.Phil (Clinical Psychology) , M.A. (Counselling Psychology) , B.A. (Hons.) Psychology","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/neuro/doctor/ishita-bhatt"
327,"Karpuram Govathi Nikhila","Head & Neck Cancer Thyroid & Parathyroid Surgery 
                                                    Cancer Care","Master in Audiology and Speech-Language Pathology , Bachelor in Audiology and Speech-Language Pathology","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/oncology/doctor/k-govathi-nikhila"
328,"Karpuram Govathi Nikhila","Head & Neck Cancer Thyroid & Parathyroid Surgery 
                                                    Cancer Care","Master in Audiology and Speech-Language Pathology , Bachelor in Audiology and Speech-Language Pathology","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/head-neck/doctor/k-govathi-nikhila"
329,"Ms. Sandhya Pandey","Dietetics and Nutrition","M.Sc. Foods and Nutrition , B.Sc. , PG Diploma","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/dietetics-and-nutrition/doctor/ms-sandhya-pandey"
330,"Silky Arora","Neurology 
                                                    Neurosciences","Post-Graduation (Masters in Audiology & Speech-Language Pathology) , Graduation (Bachelors in Audiology & Speech-Language Pathology)","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/neurology/doctor/silky-arora"
331,"Silky Arora","Neurology 
                                                    Neurosciences","Post-Graduation (Masters in Audiology & Speech-Language Pathology) , Graduation (Bachelors in Audiology & Speech-Language Pathology)","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/neuro/doctor/silky-arora"
333,"Tanvi Baluja","Neurology 
                                                    Neurosciences","M.Phil (Clinical Psychology) , M.A. (Clinical Psychology) , B.A. (Hons.) Psychology","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/neurology/doctor/tanvi-baluja"
334,"Tanvi Baluja","Neurology 
                                                    Neurosciences","M.Phil (Clinical Psychology) , M.A. (Clinical Psychology) , B.A. (Hons.) Psychology","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/neuro/doctor/tanvi-baluja"
335,"Dr. Abhishek Raman","Nephrology 
                                                    Renal Care","DNB (Nephrology) , MD (Internal Medicine) , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/urology-nephrology/doctor/dr-abhishek-raman"
336,"Dr. Abhishek Raman","Nephrology 
                                                    Renal Care","DNB (Nephrology) , MD (Internal Medicine) , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/nephrology/doctor/dr-abhishek-raman"
337,"Dr. Abid Raza","Radiology & Imaging","MBBS , MD (Radiology)","Medanta, IN","https://www.medanta.org/hospitals-near-me/ranchi-hospital/speciality/radiology/doctor/dr-abid-raza"
338,"Dr. Ajay Kumar Sinha","Cardiology 
                                                    Cardiac Care","FRCP , Ph.D , MD (MEDICINE) , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/cardiology/doctor/dr-ajay-kumar-sinha"
339,"Dr. Ajay Kumar Sinha","Cardiology 
                                                    Cardiac Care","FRCP , Ph.D , MD (MEDICINE) , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/cardiac/doctor/dr-ajay-kumar-sinha"
340,"Dr. Anand Kumar Jha","Neurosciences","M.Ch (Neurosurgery) , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/ranchi-hospital/speciality/neurology/doctor/dr-anand-kumar-jha"
341,"Dr. Arvind Prakash","Plastic, Aesthetic and Reconstructive Surgery","MBBS , M.S. (General surgery) , M.CH (Plastic surgery)","Medanta, IN","https://www.medanta.org/hospitals-near-me/ranchi-hospital/speciality/plastic-surgery/doctor/dr-arvind-prakash"
342,"Dr. Ashuvi Kunjan Agay","Neurosurgery 
                                                    Neurosciences","M.Ch (Neurosurgery) , MS (General Surgery) , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/neurology/doctor/dr-ashuvi-kunjan-agay"
343,"Dr. Ashuvi Kunjan Agay","Neurosurgery 
                                                    Neurosciences","M.Ch (Neurosurgery) , MS (General Surgery) , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/neurosurgery/doctor/dr-ashuvi-kunjan-agay"
344,"Dr. Avijit Kashyap","Neurosurgery 
                                                    Neurosciences","Fellowship In Cerebrovascular & Spine Surgery , DNB (Neurosurgery) , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/neurology/doctor/dr-avijit-kashyap"
345,"Dr. Avijit Kashyap","Neurosurgery 
                                                    Neurosciences","Fellowship In Cerebrovascular & Spine Surgery , DNB (Neurosurgery) , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/neurosurgery/doctor/dr-avijit-kashyap"
346,"Dr. Kumar Sitanshu Mahan","Radiology & Imaging","MD (Radiology)","Medanta, IN","https://www.medanta.org/hospitals-near-me/ranchi-hospital/speciality/radiology/doctor/dr-kumar-sitanshu-mahan"
347,"Dr. Kumar Vijay Anand","Neurosciences","DM (Neurology) , MD (General Medicine) , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/ranchi-hospital/speciality/neurology/doctor/dr-kumar-vijay-anand"
348,"Dr. Mukund Agrawal","Neurology 
                                                    Neurosciences","DM Neurology, 
MD Pediatrics,
MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/ranchi-hospital/speciality/neuro/doctor/dr-kumar-vijay-anand"
349,"Dr. Manisha Jain","Medical Oncology 
                                                    Cancer Care","MBBS , MD , D.M (Clinical Haematology)","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/oncology/doctor/dr-manisha-jain"
350,"Dr. Manisha Jain","Medical Oncology 
                                                    Cancer Care","MBBS , MD , D.M (Clinical Haematology)","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/medical-oncology/doctor/dr-manisha-jain"
351,"Dr. Manoj Kumar","Critical Care","MBBS , MD , IDCCM","Medanta, IN","https://www.medanta.org/hospitals-near-me/ranchi-hospital/speciality/critical-care/doctor/dr-manoj-kumar-2"
